Vintage 2024 Prepared October 2025,,,,,,,,
countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
77,Mesa,1997,109762,2226,1363,1022,1885,Estimate
79,Mineral,1997,745,10,6,4,8,Estimate
81,Moffat,1997,12573,288,158,90,220,Estimate
83,Montezuma,1997,22974,329,296,192,225,Estimate
85,Montrose,1997,31251,769,481,293,581,Estimate
87,Morgan,1997,26650,602,512,231,321,Estimate
89,Otero,1997,20763,25,292,260,-7,Estimate
91,Ouray,1997,3324,68,31,17,54,Estimate
93,Park,1997,12364,982,130,40,892,Estimate
95,Phillips,1997,4575,73,51,55,77,Estimate
97,Pitkin,1997,14796,248,150,39,137,Estimate
99,Prowers,1997,14118,109,220,104,-7,Estimate
101,Pueblo,1997,134794,2292,1739,1359,1912,Estimate
103,Rio Blanco,1997,6320,-22,59,48,-33,Estimate
105,Rio Grande,1997,11968,146,158,131,119,Estimate
107,Routt,1997,18119,400,179,70,291,Estimate
109,Saguache,1997,5492,66,80,37,23,Estimate
111,San Juan,1997,572,-19,5,7,-17,Estimate
113,San Miguel,1997,5952,154,53,14,115,Estimate
115,Sedgwick,1997,2730,49,29,38,58,Estimate
117,Summit,1997,20352,956,241,39,754,Estimate
119,Teller,1997,19069,935,236,65,764,Estimate
121,Washington,1997,5214,-10,61,52,-19,Estimate
123,Weld,1997,166839,5034,2487,1005,3552,Estimate
125,Yuma,1997,9655,134,128,114,120,Estimate
0,Colorado,1998,4102500,106545,57736,26293,75102,Estimate
1,Adams,1998,344025,11275,5846,2053,7482,Estimate
3,Alamosa,1998,14621,143,242,100,1,Estimate
5,Arapahoe,1998,472406,13345,6504,2534,9375,Estimate
7,Archuleta,1998,9133,605,84,41,562,Estimate
9,Baca,1998,4531,-29,53,69,-13,Estimate
11,Bent,1998,6001,358,72,74,360,Estimate
13,Boulder,1998,274121,8057,3377,1343,6023,Estimate
15,Chaffee,1998,15528,119,143,144,120,Estimate
17,Cheyenne,1998,2340,43,30,26,39,Estimate
19,Clear Creek,1998,9005,125,101,36,60,Estimate
21,Conejos,1998,8186,82,134,84,32,Estimate
23,Costilla,1998,3708,67,40,37,64,Estimate
25,Crowley,1998,4283,-16,52,51,-17,Estimate
27,Custer,1998,3174,114,35,14,93,Estimate
29,Delta,1998,26827,826,309,296,813,Estimate
31,Denver,1998,533409,5967,8608,4648,2007,Estimate
33,Dolores,1998,1764,90,13,9,86,Estimate
35,Douglas,1998,144352,15023,2525,350,12848,Estimate
37,Eagle,1998,37611,2405,630,60,1835,Estimate
39,Elbert,1998,18030,1043,217,69,895,Estimate
41,El Paso,1998,498018,11210,7738,2729,6201,Estimate
43,Fremont,1998,43817,963,406,470,1027,Estimate
45,Garfield,1998,41225,2338,580,237,1995,Estimate
47,Gilpin,1998,4241,206,48,13,171,Estimate
49,Grand,1998,11411,451,134,42,359,Estimate
51,Gunnison,1998,13444,1048,134,33,947,Estimate
53,Hinsdale,1998,775,36,6,0,30,Estimate
55,Huerfano,1998,7780,113,64,102,151,Estimate
57,Jackson,1998,1591,-8,16,16,-8,Estimate
59,Jefferson,1998,512482,8252,6358,3076,4970,Estimate
61,Kiowa,1998,1655,-5,19,18,-6,Estimate
63,Kit Carson,1998,7756,155,75,77,157,Estimate
65,Lake,1998,7827,-43,118,33,-128,Estimate
67,La Plata,1998,41170,851,420,232,663,Estimate
69,Larimer,1998,239080,6280,2843,1332,4769,Estimate
71,Las Animas,1998,15050,2,163,151,-10,Estimate
73,Lincoln,1998,6106,14,61,55,8,Estimate
75,Logan,1998,20001,-5,258,178,-85,Estimate
77,Mesa,1998,112335,2573,1404,1078,2247,Estimate
79,Mineral,1998,778,33,3,6,36,Estimate
81,Moffat,1998,12810,237,168,71,140,Estimate
83,Montezuma,1998,23114,140,295,204,49,Estimate
85,Montrose,1998,31833,582,421,327,488,Estimate
87,Morgan,1998,26666,16,465,238,-211,Estimate
89,Otero,1998,20507,-256,258,235,-279,Estimate
91,Ouray,1998,3457,133,35,17,115,Estimate
93,Park,1998,13061,697,147,51,601,Estimate
95,Phillips,1998,4565,-10,61,64,-7,Estimate
97,Pitkin,1998,14777,-19,136,30,-125,Estimate
99,Prowers,1998,14223,105,208,136,33,Estimate
101,Pueblo,1998,137381,2587,1869,1352,2070,Estimate
103,Rio Blanco,1998,6230,-90,62,45,-107,Estimate
105,Rio Grande,1998,12117,149,167,108,90,Estimate
107,Routt,1998,18605,486,179,57,364,Estimate
109,Saguache,1998,5564,72,86,46,32,Estimate
111,San Juan,1998,552,-20,5,3,-22,Estimate
113,San Miguel,1998,6452,500,74,10,436,Estimate
115,Sedgwick,1998,2679,-51,35,47,-39,Estimate
117,Summit,1998,21285,933,216,30,747,Estimate
119,Teller,1998,19671,602,203,82,481,Estimate
121,Washington,1998,5155,-59,45,59,-45,Estimate
123,Weld,1998,172393,5554,2599,1062,4017,Estimate
125,Yuma,1998,9806,151,139,103,115,Estimate
0,Colorado,1999,4216006,113506,60718,26531,79319,Estimate
1,Adams,1999,355309,11284,6155,2081,7210,Estimate
3,Alamosa,1999,14825,204,203,114,115,Estimate
5,Arapahoe,1999,481307,8901,6905,2641,4637,Estimate
7,Archuleta,1999,9570,437,106,56,387,Estimate
9,Baca,1999,4522,-9,42,63,12,Estimate
11,Bent,1999,6001,0,82,62,-20,Estimate
13,Boulder,1999,283928,9807,3513,1369,7663,Estimate
15,Chaffee,1999,15935,407,138,126,395,Estimate
17,Cheyenne,1999,2276,-64,32,23,-73,Estimate
19,Clear Creek,1999,9186,181,116,42,107,Estimate
21,Conejos,1999,8313,127,121,72,78,Estimate
23,Costilla,1999,3680,-28,50,36,-42,Estimate
25,Crowley,1999,5002,719,48,38,709,Estimate
27,Custer,1999,3357,183,34,21,170,Estimate
29,Delta,1999,27408,581,299,317,599,Estimate
31,Denver,1999,545515,12106,9183,4483,7406,Estimate
33,Dolores,1999,1810,46,16,22,52,Estimate
35,Douglas,1999,162324,17972,2897,399,15474,Estimate
37,Eagle,1999,39910,2299,645,49,1703,Estimate
39,Elbert,1999,19086,1056,216,63,903,Estimate
41,El Paso,1999,508809,10791,8041,2819,5569,Estimate
43,Fremont,1999,45135,1318,445,476,1349,Estimate
45,Garfield,1999,42694,1469,676,256,1049,Estimate
47,Gilpin,1999,4538,297,46,16,267,Estimate
49,Grand,1999,11996,585,136,55,504,Estimate
51,Gunnison,1999,13736,292,130,48,210,Estimate
53,Hinsdale,1999,787,12,8,4,8,Estimate
55,Huerfano,1999,7830,50,70,97,77,Estimate
57,Jackson,1999,1580,-11,18,11,-18,Estimate
59,Jefferson,1999,520811,8329,6301,3030,5058,Estimate
61,Kiowa,1999,1626,-29,14,13,-30,Estimate
63,Kit Carson,1999,7901,145,101,71,115,Estimate
65,Lake,1999,7819,-8,127,46,-89,Estimate
67,La Plata,1999,42757,1587,425,249,1411,Estimate
69,Larimer,1999,246158,7078,2993,1432,5517,Estimate
71,Las Animas,1999,15138,88,161,183,110,Estimate
73,Lincoln,1999,6088,-18,52,65,-5,Estimate
75,Logan,1999,20294,293,256,183,220,Estimate
77,Mesa,1999,114570,2235,1428,1012,1819,Estimate
79,Mineral,1999,807,29,3,3,29,Estimate
81,Moffat,1999,13026,216,166,73,123,Estimate
83,Montezuma,1999,23518,404,315,227,316,Estimate
85,Montrose,1999,32750,917,438,302,781,Estimate
87,Morgan,1999,26954,288,540,225,-27,Estimate
89,Otero,1999,20408,-99,288,214,-173,Estimate
91,Ouray,1999,3627,170,38,24,156,Estimate
93,Park,1999,13904,843,178,43,708,Estimate
95,Phillips,1999,4519,-46,58,46,-58,Estimate
97,Pitkin,1999,14827,50,145,29,-66,Estimate
99,Prowers,1999,14372,149,212,124,61,Estimate
101,Pueblo,1999,139718,2337,1933,1374,1778,Estimate
103,Rio Blanco,1999,6093,-137,78,56,-159,Estimate
105,Rio Grande,1999,12288,171,166,109,114,Estimate
107,Routt,1999,19232,627,202,70,495,Estimate
109,Saguache,1999,5772,208,84,43,167,Estimate
111,San Juan,1999,552,0,8,5,-3,Estimate
113,San Miguel,1999,6531,79,56,10,33,Estimate
115,Sedgwick,1999,2718,39,35,35,39,Estimate
117,Summit,1999,22568,1283,281,46,1048,Estimate
119,Teller,1999,20184,513,218,73,368,Estimate
121,Washington,1999,5022,-133,65,62,-136,Estimate
123,Weld,1999,177267,4874,2841,1096,3129,Estimate
125,Yuma,1999,9818,12,141,99,-30,Estimate
0,Colorado,2000,4338785,122779,63917,26998,85860,Estimate
1,Adams,2000,351734,-3575,6869,2115,-8329,Estimate
3,Alamosa,2000,15097,272,231,106,147,Estimate
5,Arapahoe,2000,490722,9415,7111,2711,5015,Estimate
7,Archuleta,2000,10042,472,104,56,424,Estimate
9,Baca,2000,4500,-22,55,74,-3,Estimate
11,Bent,2000,5966,-35,66,65,-36,Estimate
13,Boulder,2000,276254,-7674,3719,1388,-10005,Estimate
14,Broomfield,2000,38545,38545,0,0,38545,Estimate
15,Chaffee,2000,16312,377,137,134,374,Estimate
17,Cheyenne,2000,2214,-62,23,15,-70,Estimate
19,Clear Creek,2000,9360,174,110,39,103,Estimate
21,Conejos,2000,8407,94,142,85,37,Estimate
23,Costilla,2000,3673,-7,40,37,-10,Estimate
25,Crowley,2000,5128,126,45,34,115,Estimate
27,Custer,2000,3518,161,35,21,147,Estimate
29,Delta,2000,27910,502,296,330,536,Estimate
31,Denver,2000,556740,11225,9544,4390,6071,Estimate
33,Dolores,2000,1847,37,21,18,34,Estimate
35,Douglas,2000,180511,18187,3281,438,15344,Estimate
37,Eagle,2000,43288,3378,774,80,2684,Estimate
39,Elbert,2000,20102,1016,208,91,899,Estimate
41,El Paso,2000,519803,10994,8276,2914,5632,Estimate
43,Fremont,2000,46369,1234,473,462,1223,Estimate
45,Garfield,2000,44239,1545,733,242,1054,Estimate
47,Gilpin,2000,4807,269,72,17,214,Estimate
49,Grand,2000,12852,856,150,59,765,Estimate
51,Gunnison,2000,13988,252,155,53,150,Estimate
53,Hinsdale,2000,792,5,12,1,-6,Estimate
55,Huerfano,2000,7826,-4,71,92,17,Estimate
57,Jackson,2000,1574,-6,12,7,-11,Estimate
59,Jefferson,2000,526716,5905,6701,3159,2363,Estimate
61,Kiowa,2000,1612,-14,16,14,-16,Estimate
63,Kit Carson,2000,7975,74,100,85,59,Estimate
65,Lake,2000,7939,120,145,38,13,Estimate
67,La Plata,2000,44578,1821,437,241,1625,Estimate
69,Larimer,2000,253087,6929,3228,1431,5132,Estimate
71,Las Animas,2000,15286,148,193,162,117,Estimate
73,Lincoln,2000,6164,76,54,50,72,Estimate
75,Logan,2000,20656,362,246,194,310,Estimate
77,Mesa,2000,117649,3079,1485,1109,2703,Estimate
79,Mineral,2000,836,29,5,9,33,Estimate
81,Moffat,2000,13182,156,180,97,73,Estimate
83,Montezuma,2000,23852,334,309,234,259,Estimate
85,Montrose,2000,33579,829,435,296,690,Estimate
87,Morgan,2000,27250,296,465,232,63,Estimate
89,Otero,2000,20244,-164,281,228,-217,Estimate
91,Ouray,2000,3776,149,26,20,143,Estimate
93,Park,2000,14728,824,149,65,740,Estimate
95,Phillips,2000,4451,-68,64,50,-82,Estimate
97,Pitkin,2000,15763,936,176,43,803,Estimate
99,Prowers,2000,14452,80,240,136,-24,Estimate
101,Pueblo,2000,141854,2136,1927,1380,1589,Estimate
103,Rio Blanco,2000,5967,-126,65,47,-144,Estimate
105,Rio Grande,2000,12429,141,189,113,65,Estimate
107,Routt,2000,20122,890,226,51,715,Estimate
109,Saguache,2000,5982,210,85,51,176,Estimate
111,San Juan,2000,574,22,3,3,22,Estimate
113,San Miguel,2000,6614,83,67,13,29,Estimate
115,Sedgwick,2000,2742,24,30,42,36,Estimate
117,Summit,2000,25708,3140,275,38,2903,Estimate
119,Teller,2000,21067,883,214,96,765,Estimate
121,Washington,2000,4942,-80,46,53,-73,Estimate
123,Weld,2000,183074,5807,2998,1053,3862,Estimate
125,Yuma,2000,9815,-3,92,91,-4,Estimate
0,Colorado,2001,4444513,105728,66525,27934,67137,Estimate
1,Adams,2001,359437,7703,6918,2223,3008,Estimate
3,Alamosa,2001,15231,134,249,113,-2,Estimate
5,Arapahoe,2001,501671,10949,7526,2909,6332,Estimate
7,Archuleta,2001,10465,423,112,60,371,Estimate
9,Baca,2001,4447,-53,41,67,-27,Estimate
11,Bent,2001,5882,-84,69,64,-89,Estimate
13,Boulder,2001,283510,7256,3402,1444,5298,Estimate
14,Broomfield,2001,41387,2842,645,0,2197,Estimate
15,Chaffee,2001,16410,98,157,146,87,Estimate
17,Cheyenne,2001,2173,-41,17,15,-43,Estimate
19,Clear Creek,2001,9464,104,118,38,24,Estimate
21,Conejos,2001,8365,-42,133,72,-103,Estimate
23,Costilla,2001,3741,68,47,38,59,Estimate
25,Crowley,2001,5253,125,41,39,123,Estimate
27,Custer,2001,3730,212,30,15,197,Estimate
29,Delta,2001,28387,477,316,314,475,Estimate
31,Denver,2001,563300,6560,10297,4310,573,Estimate
33,Dolores,2001,1865,18,22,19,15,Estimate
35,Douglas,2001,199038,18527,3648,490,15369,Estimate
37,Eagle,2001,44440,1152,785,64,431,Estimate
39,Elbert,2001,21294,1192,256,83,1019,Estimate
41,El Paso,2001,536336,16533,8338,2999,11194,Estimate
43,Fremont,2001,46733,364,446,479,397,Estimate
45,Garfield,2001,45907,1668,796,269,1141,Estimate
47,Gilpin,2001,4829,22,57,15,-20,Estimate
49,Grand,2001,13283,431,153,62,340,Estimate
51,Gunnison,2001,14345,357,186,66,237,Estimate
53,Hinsdale,2001,804,12,6,4,10,Estimate
55,Huerfano,2001,7905,79,74,89,94,Estimate
57,Jackson,2001,1590,16,17,18,17,Estimate
59,Jefferson,2001,528067,1351,6532,3133,-2048,Estimate
61,Kiowa,2001,1606,-6,16,25,3,Estimate
63,Kit Carson,2001,8073,98,107,69,60,Estimate
65,Lake,2001,7821,-118,136,45,-209,Estimate
67,La Plata,2001,45645,1067,475,218,810,Estimate
69,Larimer,2001,260911,7824,3311,1523,6036,Estimate
71,Las Animas,2001,15310,24,165,209,68,Estimate
73,Lincoln,2001,6076,-88,52,61,-79,Estimate
75,Logan,2001,22354,1698,270,206,1634,Estimate
77,Mesa,2001,119864,2215,1507,1184,1892,Estimate
79,Mineral,2001,820,-16,5,5,-16,Estimate
81,Moffat,2001,13089,-93,201,100,-194,Estimate
83,Montezuma,2001,23873,21,305,242,-42,Estimate
85,Montrose,2001,34442,863,469,314,708,Estimate
87,Morgan,2001,27475,225,475,276,26,Estimate
89,Otero,2001,19900,-344,298,217,-425,Estimate
91,Ouray,2001,3809,33,40,25,18,Estimate
93,Park,2001,15172,444,168,55,331,Estimate
95,Phillips,2001,4487,36,52,55,39,Estimate
97,Pitkin,2001,16184,421,165,48,304,Estimate
99,Prowers,2001,14109,-343,269,141,-471,Estimate
101,Pueblo,2001,143996,2142,2004,1393,1531,Estimate
103,Rio Blanco,2001,5880,-87,66,57,-96,Estimate
105,Rio Grande,2001,12406,-23,178,132,-69,Estimate
107,Routt,2001,20436,314,204,81,191,Estimate
109,Saguache,2001,6083,101,73,47,75,Estimate
111,San Juan,2001,566,-8,5,3,-10,Estimate
113,San Miguel,2001,6900,286,65,15,236,Estimate
115,Sedgwick,2001,2694,-48,33,37,-44,Estimate
117,Summit,2001,26293,585,329,44,300,Estimate
119,Teller,2001,21738,671,211,83,543,Estimate
121,Washington,2001,4899,-43,48,43,-48,Estimate
123,Weld,2001,192482,9408,3245,1210,7373,Estimate
125,Yuma,2001,9831,16,144,114,-14,Estimate
0,Colorado,2002,4504709,60196,67778,28833,21251,Estimate
1,Adams,2002,371181,11744,7269,2213,6688,Estimate
3,Alamosa,2002,15266,35,227,116,-76,Estimate
5,Arapahoe,2002,510503,8832,7553,2932,4211,Estimate
7,Archuleta,2002,10700,235,126,58,167,Estimate
9,Baca,2002,4315,-132,40,64,-108,Estimate
11,Bent,2002,6203,321,66,78,333,Estimate
13,Boulder,2002,284433,923,3575,1403,-1249,Estimate
14,Broomfield,2002,42432,1045,677,116,484,Estimate
15,Chaffee,2002,16646,236,139,162,259,Estimate
17,Cheyenne,2002,2162,-11,28,20,-19,Estimate
19,Clear Creek,2002,9466,2,108,50,-56,Estimate
21,Conejos,2002,8389,24,105,74,-7,Estimate
23,Costilla,2002,3734,-7,47,33,-21,Estimate
25,Crowley,2002,5344,91,42,49,98,Estimate
27,Custer,2002,3783,53,31,27,49,Estimate
29,Delta,2002,28778,391,317,339,413,Estimate
31,Denver,2002,559090,-4210,10278,4444,-10044,Estimate
33,Dolores,2002,1880,15,22,21,14,Estimate
35,Douglas,2002,209705,10667,3765,505,7407,Estimate
37,Eagle,2002,45100,660,769,87,-22,Estimate
39,Elbert,2002,21604,310,236,91,165,Estimate
41,El Paso,2002,545240,8904,8703,3125,3326,Estimate
43,Fremont,2002,46969,236,404,464,296,Estimate
45,Garfield,2002,46728,821,811,282,292,Estimate
47,Gilpin,2002,4830,1,66,26,-39,Estimate
49,Grand,2002,13461,178,159,67,86,Estimate
51,Gunnison,2002,14316,-29,171,71,-129,Estimate
53,Hinsdale,2002,806,2,10,5,-3,Estimate
55,Huerfano,2002,7916,11,83,98,26,Estimate
57,Jackson,2002,1591,1,18,10,-7,Estimate
59,Jefferson,2002,527539,-528,6551,3400,-3679,Estimate
61,Kiowa,2002,1566,-40,14,16,-38,Estimate
63,Kit Carson,2002,8289,216,80,85,221,Estimate
65,Lake,2002,7726,-95,131,38,-188,Estimate
67,La Plata,2002,46089,444,458,246,232,Estimate
69,Larimer,2002,266171,5260,3289,1516,3487,Estimate
71,Las Animas,2002,15659,349,172,184,361,Estimate
73,Lincoln,2002,6047,-29,59,63,-25,Estimate
75,Logan,2002,22095,-259,250,204,-305,Estimate
77,Mesa,2002,121787,1923,1522,1161,1562,Estimate
79,Mineral,2002,805,-15,5,7,-13,Estimate
81,Moffat,2002,13134,45,209,106,-58,Estimate
83,Montezuma,2002,24109,236,330,278,184,Estimate
85,Montrose,2002,34926,484,500,352,336,Estimate
87,Morgan,2002,27662,187,482,251,-44,Estimate
89,Otero,2002,19624,-276,322,247,-351,Estimate
91,Ouray,2002,3903,94,31,15,78,Estimate
93,Park,2002,15417,245,170,70,145,Estimate
95,Phillips,2002,4496,9,58,56,7,Estimate
97,Pitkin,2002,16101,-83,170,32,-221,Estimate
99,Prowers,2002,14011,-98,247,146,-199,Estimate
101,Pueblo,2002,146481,2485,1985,1482,1982,Estimate
103,Rio Blanco,2002,5936,56,67,40,29,Estimate
105,Rio Grande,2002,12409,3,175,134,-38,Estimate
107,Routt,2002,20892,456,222,69,303,Estimate
109,Saguache,2002,6245,162,96,53,119,Estimate
111,San Juan,2002,599,33,5,1,29,Estimate
113,San Miguel,2002,7042,142,84,13,71,Estimate
115,Sedgwick,2002,2694,0,30,43,13,Estimate
117,Summit,2002,26514,221,364,41,-102,Estimate
119,Teller,2002,21989,251,249,96,98,Estimate
121,Washington,2002,5259,360,40,65,385,Estimate
123,Weld,2002,198975,6493,3447,1178,4224,Estimate
125,Yuma,2002,9947,116,119,115,112,Estimate
0,Colorado,2003,4555084,50375,69012,28950,10313,Estimate
1,Adams,2003,377665,6484,7393,2283,1374,Estimate
3,Alamosa,2003,15360,94,220,131,5,Estimate
5,Arapahoe,2003,516354,5851,8031,2914,734,Estimate
7,Archuleta,2003,10964,264,118,57,203,Estimate
9,Baca,2003,4258,-57,35,62,-30,Estimate
11,Bent,2003,6653,450,62,66,454,Estimate
13,Boulder,2003,282763,-1670,3636,1474,-3832,Estimate
14,Broomfield,2003,44960,2528,689,190,2029,Estimate
15,Chaffee,2003,16794,148,137,137,148,Estimate
17,Cheyenne,2003,2119,-43,21,32,-32,Estimate
19,Clear Creek,2003,9517,51,92,48,7,Estimate
21,Conejos,2003,8387,-2,109,75,-36,Estimate
23,Costilla,2003,3800,66,48,46,64,Estimate
25,Crowley,2003,5156,-188,43,49,-182,Estimate
27,Custer,2003,3934,151,25,28,154,Estimate
29,Delta,2003,29061,283,344,329,268,Estimate
31,Denver,2003,560348,1258,10404,4234,-4912,Estimate
33,Dolores,2003,1879,-1,20,24,3,Estimate
35,Douglas,2003,221146,11441,3999,534,7976,Estimate
37,Eagle,2003,45758,658,830,88,-84,Estimate
39,Elbert,2003,21933,329,214,89,204,Estimate
41,El Paso,2003,551668,6428,8420,3215,1223,Estimate
43,Fremont,2003,46828,-141,420,516,-45,Estimate
45,Garfield,2003,47484,756,866,288,178,Estimate
47,Gilpin,2003,4851,21,53,31,-1,Estimate
49,Grand,2003,13688,227,163,54,118,Estimate
51,Gunnison,2003,14206,-110,178,73,-215,Estimate
53,Hinsdale,2003,784,-22,5,1,-26,Estimate
55,Huerfano,2003,8042,126,79,112,159,Estimate
57,Jackson,2003,1586,-5,12,12,-5,Estimate
59,Jefferson,2003,525429,-2110,6620,3444,-5286,Estimate
61,Kiowa,2003,1548,-18,23,18,-23,Estimate
63,Kit Carson,2003,8185,-104,78,67,-115,Estimate
65,Lake,2003,7520,-206,118,36,-288,Estimate
67,La Plata,2003,46447,358,479,271,150,Estimate
69,Larimer,2003,268146,1975,3358,1531,148,Estimate
71,Las Animas,2003,16089,430,168,162,424,Estimate
73,Lincoln,2003,6052,5,62,60,3,Estimate
75,Logan,2003,22371,276,298,193,171,Estimate
77,Mesa,2003,124152,2365,1554,1231,2042,Estimate
79,Mineral,2003,830,25,6,4,23,Estimate
81,Moffat,2003,13054,-80,175,102,-153,Estimate
83,Montezuma,2003,24378,269,309,236,196,Estimate
85,Montrose,2003,35640,714,449,345,610,Estimate
87,Morgan,2003,27855,193,494,233,-68,Estimate
89,Otero,2003,19667,43,296,227,-26,Estimate
91,Ouray,2003,3905,2,31,26,-3,Estimate
93,Park,2003,15789,372,173,67,266,Estimate
95,Phillips,2003,4477,-19,57,53,-23,Estimate
97,Pitkin,2003,16275,174,166,44,52,Estimate
99,Prowers,2003,13822,-189,242,120,-311,Estimate
101,Pueblo,2003,147972,1491,2060,1451,882,Estimate
103,Rio Blanco,2003,5855,-81,75,35,-121,Estimate
105,Rio Grande,2003,12619,210,174,127,163,Estimate
107,Routt,2003,21128,236,235,67,68,Estimate
109,Saguache,2003,6279,34,97,40,-23,Estimate
111,San Juan,2003,615,16,6,0,10,Estimate
113,San Miguel,2003,7010,-32,74,24,-82,Estimate
115,Sedgwick,2003,2715,21,20,39,40,Estimate
117,Summit,2003,26706,192,346,32,-122,Estimate
119,Teller,2003,22218,229,232,93,90,Estimate
121,Washington,2003,5140,-119,57,49,-127,Estimate
123,Weld,2003,207157,8182,3651,1224,5755,Estimate
125,Yuma,2003,10093,146,163,107,90,Estimate
0,Colorado,2004,4608811,53727,68452,29025,14300,Estimate
1,Adams,2004,385945,8280,7429,2216,3067,Estimate
3,Alamosa,2004,15406,46,271,101,-124,Estimate
5,Arapahoe,2004,523715,7361,8013,2884,2232,Estimate
7,Archuleta,2004,11171,207,129,64,142,Estimate
9,Baca,2004,4166,-92,26,53,-65,Estimate
11,Bent,2004,6357,-296,63,64,-295,Estimate
13,Boulder,2004,283288,525,3571,1434,-1612,Estimate
14,Broomfield,2004,46406,1446,604,208,1050,Estimate
15,Chaffee,2004,16946,152,147,147,152,Estimate
17,Cheyenne,2004,2070,-49,17,28,-38,Estimate
19,Clear Creek,2004,9461,-56,102,44,-114,Estimate
21,Conejos,2004,8501,114,122,75,67,Estimate
23,Costilla,2004,3802,2,29,51,24,Estimate
25,Crowley,2004,5432,276,53,55,278,Estimate
27,Custer,2004,3984,50,36,21,35,Estimate
29,Delta,2004,29453,392,330,299,361,Estimate
31,Denver,2004,560230,-118,10269,4318,-6069,Estimate
33,Dolores,2004,1873,-6,23,19,-10,Estimate
35,Douglas,2004,233646,12500,3967,585,9118,Estimate
37,Eagle,2004,46485,727,794,90,23,Estimate
39,Elbert,2004,22041,108,215,111,4,Estimate
41,El Paso,2004,558455,6787,8234,3378,1931,Estimate
43,Fremont,2004,46540,-288,401,494,-195,Estimate
45,Garfield,2004,48156,672,811,275,136,Estimate
47,Gilpin,2004,4825,-26,56,26,-56,Estimate
49,Grand,2004,13912,224,142,40,122,Estimate
51,Gunnison,2004,14230,24,165,70,-71,Estimate
53,Hinsdale,2004,831,47,8,1,40,Estimate
55,Huerfano,2004,7729,-313,73,88,-298,Estimate
57,Jackson,2004,1521,-65,10,8,-67,Estimate
