Vintage 2024 Prepared October 2025,,,,,,,,
countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
27,Custer,2015,4467,30,26,35,39,Estimate
29,Delta,2015,30039,-27,271,379,81,Estimate
31,Denver,2015,675534,16902,9365,4323,11860,Estimate
33,Dolores,2015,2087,3,19,12,-4,Estimate
35,Douglas,2015,322079,7470,3376,1252,5346,Estimate
37,Eagle,2015,52780,382,642,111,-149,Estimate
39,Elbert,2015,24061,492,208,138,422,Estimate
41,El Paso,2015,677969,12215,9435,4160,6940,Estimate
43,Fremont,2015,47213,94,381,546,259,Estimate
45,Garfield,2015,57495,364,767,338,-65,Estimate
47,Gilpin,2015,5553,17,39,34,12,Estimate
49,Grand,2015,14961,27,113,77,-9,Estimate
51,Gunnison,2015,15826,274,138,79,215,Estimate
53,Hinsdale,2015,813,-6,7,5,-8,Estimate
55,Huerfano,2015,6706,6,55,104,55,Estimate
57,Jackson,2015,1381,0,12,10,-2,Estimate
59,Jefferson,2015,565161,6145,5838,4397,4704,Estimate
61,Kiowa,2015,1406,13,14,22,21,Estimate
63,Kit Carson,2015,7561,-103,116,75,-144,Estimate
65,Lake,2015,7159,74,86,42,30,Estimate
67,La Plata,2015,54300,743,579,345,509,Estimate
69,Larimer,2015,333445,9322,3448,2246,8120,Estimate
71,Las Animas,2015,14997,-89,125,181,-33,Estimate
73,Lincoln,2015,5553,15,69,66,12,Estimate
75,Logan,2015,21873,-91,219,185,-125,Estimate
77,Mesa,2015,148774,898,1826,1492,564,Estimate
79,Mineral,2015,755,8,6,7,9,Estimate
81,Moffat,2015,13038,22,193,98,-73,Estimate
83,Montezuma,2015,25522,58,329,241,-30,Estimate
85,Montrose,2015,41457,69,454,459,74,Estimate
87,Morgan,2015,28335,173,454,263,-18,Estimate
89,Otero,2015,18817,38,193,240,85,Estimate
91,Ouray,2015,4550,22,21,29,30,Estimate
93,Park,2015,15975,197,115,90,172,Estimate
95,Phillips,2015,4499,5,57,55,3,Estimate
97,Pitkin,2015,17701,180,127,52,105,Estimate
99,Prowers,2015,11891,-132,165,127,-170,Estimate
101,Pueblo,2015,162449,1582,1874,1734,1442,Estimate
103,Rio Blanco,2015,6621,-23,83,53,-53,Estimate
105,Rio Grande,2015,11778,-45,127,131,-41,Estimate
107,Routt,2015,23824,165,214,101,52,Estimate
109,Saguache,2015,6183,8,78,60,-10,Estimate
111,San Juan,2015,696,-4,6,6,-4,Estimate
113,San Miguel,2015,7825,97,68,22,51,Estimate
115,Sedgwick,2015,2388,4,24,53,33,Estimate
117,Summit,2015,30268,772,271,69,570,Estimate
119,Teller,2015,23006,-115,192,181,-126,Estimate
121,Washington,2015,4682,65,47,50,68,Estimate
123,Weld,2015,284855,8861,4083,1732,6510,Estimate
125,Yuma,2015,10039,-149,142,97,-194,Estimate
0,Colorado,2016,5529629,83036,66561,36820,53295,Estimate
1,Adams,2016,497822,7471,7171,2942,3242,Estimate
3,Alamosa,2016,15936,51,200,141,-8,Estimate
5,Arapahoe,2016,637656,7691,8094,3925,3522,Estimate
7,Archuleta,2016,12362,353,117,91,327,Estimate
9,Baca,2016,3505,-25,38,63,0,Estimate
11,Bent,2016,5753,-213,34,61,-186,Estimate
13,Boulder,2016,323957,3605,2841,1813,2577,Estimate
14,Broomfield,2016,67707,1876,735,377,1518,Estimate
15,Chaffee,2016,18519,411,134,184,461,Estimate
17,Cheyenne,2016,1794,-12,26,21,-17,Estimate
19,Clear Creek,2016,9237,79,74,60,65,Estimate
21,Conejos,2016,7842,-88,96,88,-96,Estimate
23,Costilla,2016,3516,0,30,47,17,Estimate
25,Crowley,2016,5837,-2,27,56,27,Estimate
27,Custer,2016,4496,29,18,53,64,Estimate
29,Delta,2016,30489,450,281,358,527,Estimate
31,Denver,2016,686468,10934,9417,4467,5984,Estimate
33,Dolores,2016,2088,1,15,14,0,Estimate
35,Douglas,2016,328333,6254,3495,1338,4097,Estimate
37,Eagle,2016,53041,261,664,121,-282,Estimate
39,Elbert,2016,24450,389,201,124,312,Estimate
41,El Paso,2016,692295,14326,9473,4327,9180,Estimate
43,Fremont,2016,47284,71,379,541,233,Estimate
45,Garfield,2016,58161,666,839,337,164,Estimate
47,Gilpin,2016,5578,25,42,30,13,Estimate
49,Grand,2016,15042,81,127,66,20,Estimate
51,Gunnison,2016,16082,256,158,79,177,Estimate
53,Hinsdale,2016,809,-4,2,4,-2,Estimate
55,Huerfano,2016,6721,15,44,109,80,Estimate
57,Jackson,2016,1379,-2,12,12,-2,Estimate
59,Jefferson,2016,571744,6583,5903,4322,5002,Estimate
61,Kiowa,2016,1420,14,20,21,15,Estimate
63,Kit Carson,2016,7480,-81,94,79,-96,Estimate
65,Lake,2016,7246,87,64,44,67,Estimate
67,La Plata,2016,54884,584,571,351,364,Estimate
69,Larimer,2016,339128,5683,3463,2182,4402,Estimate
71,Las Animas,2016,14906,-91,130,184,-37,Estimate
73,Lincoln,2016,5573,20,52,59,27,Estimate
75,Logan,2016,21772,-101,223,257,-67,Estimate
77,Mesa,2016,150346,1572,1709,1477,1340,Estimate
79,Mineral,2016,770,15,8,6,13,Estimate
81,Moffat,2016,13266,228,181,91,138,Estimate
83,Montezuma,2016,25543,21,297,262,-14,Estimate
85,Montrose,2016,41594,137,423,431,145,Estimate
87,Morgan,2016,28294,-41,427,283,-185,Estimate
89,Otero,2016,18797,-20,228,251,3,Estimate
91,Ouray,2016,4721,171,34,34,171,Estimate
93,Park,2016,16461,486,118,98,466,Estimate
95,Phillips,2016,4505,6,68,45,-17,Estimate
97,Pitkin,2016,17691,-10,146,65,-91,Estimate
99,Prowers,2016,11887,-4,185,149,-40,Estimate
101,Pueblo,2016,164124,1675,1851,1714,1538,Estimate
103,Rio Blanco,2016,6616,-5,75,62,-18,Estimate
105,Rio Grande,2016,11734,-44,138,128,-54,Estimate
107,Routt,2016,23952,128,246,107,-11,Estimate
109,Saguache,2016,6188,5,77,49,-23,Estimate
111,San Juan,2016,697,1,5,3,-1,Estimate
113,San Miguel,2016,8001,176,68,27,135,Estimate
115,Sedgwick,2016,2392,4,29,36,11,Estimate
117,Summit,2016,30817,549,295,63,317,Estimate
119,Teller,2016,23607,601,191,174,584,Estimate
121,Washington,2016,4745,63,57,66,72,Estimate
123,Weld,2016,294513,9658,4256,1751,7153,Estimate
125,Yuma,2016,10056,17,145,100,-28,Estimate
0,Colorado,2017,5599589,69960,65312,37747,42395,Estimate
1,Adams,2017,503706,5884,7167,3113,1830,Estimate
3,Alamosa,2017,16053,117,197,157,77,Estimate
5,Arapahoe,2017,642976,5320,7855,3957,1422,Estimate
7,Archuleta,2017,12758,396,136,107,367,Estimate
9,Baca,2017,3523,18,39,45,24,Estimate
11,Bent,2017,5968,215,42,72,245,Estimate
13,Boulder,2017,325414,1457,2628,1790,619,Estimate
14,Broomfield,2017,69655,1948,673,352,1627,Estimate
15,Chaffee,2017,18967,448,130,177,495,Estimate
17,Cheyenne,2017,1788,-6,21,20,-7,Estimate
19,Clear Creek,2017,9427,190,76,53,167,Estimate
21,Conejos,2017,7757,-85,95,71,-109,Estimate
23,Costilla,2017,3516,0,40,36,-4,Estimate
25,Crowley,2017,5837,0,29,48,19,Estimate
27,Custer,2017,4539,43,37,44,50,Estimate
29,Delta,2017,30703,214,281,382,315,Estimate
31,Denver,2017,693134,6666,9009,4370,2027,Estimate
33,Dolores,2017,2088,0,12,21,9,Estimate
35,Douglas,2017,335933,7600,3507,1337,5430,Estimate
37,Eagle,2017,53724,683,607,126,202,Estimate
39,Elbert,2017,24942,492,222,154,424,Estimate
41,El Paso,2017,704797,12502,9474,4674,7702,Estimate
43,Fremont,2017,47564,280,379,575,476,Estimate
45,Garfield,2017,58871,710,823,322,209,Estimate
47,Gilpin,2017,5635,57,40,30,47,Estimate
49,Grand,2017,15147,105,129,67,43,Estimate
51,Gunnison,2017,16464,382,135,67,314,Estimate
53,Hinsdale,2017,805,-4,4,4,-4,Estimate
55,Huerfano,2017,6737,16,44,117,89,Estimate
57,Jackson,2017,1379,0,15,13,-2,Estimate
59,Jefferson,2017,575923,4179,5977,4489,2691,Estimate
61,Kiowa,2017,1428,8,17,21,12,Estimate
63,Kit Carson,2017,7400,-80,87,72,-95,Estimate
65,Lake,2017,7352,106,86,38,58,Estimate
67,La Plata,2017,55034,150,503,353,0,Estimate
69,Larimer,2017,344187,5059,3346,2407,4120,Estimate
71,Las Animas,2017,14817,-89,145,182,-52,Estimate
73,Lincoln,2017,5591,18,53,53,18,Estimate
75,Logan,2017,21691,-81,237,228,-90,Estimate
77,Mesa,2017,152148,1802,1656,1518,1664,Estimate
79,Mineral,2017,788,18,7,16,27,Estimate
81,Moffat,2017,13223,-43,178,103,-118,Estimate
83,Montezuma,2017,25556,13,251,281,43,Estimate
85,Montrose,2017,41768,174,466,456,164,Estimate
87,Morgan,2017,28425,131,401,277,7,Estimate
89,Otero,2017,18763,-34,215,219,-30,Estimate
91,Ouray,2017,4730,9,31,22,0,Estimate
93,Park,2017,16866,405,113,101,393,Estimate
95,Phillips,2017,4514,9,53,51,7,Estimate
97,Pitkin,2017,17658,-33,163,49,-147,Estimate
99,Prowers,2017,11930,43,160,123,6,Estimate
101,Pueblo,2017,165549,1425,1788,1785,1422,Estimate
103,Rio Blanco,2017,6568,-48,67,45,-70,Estimate
105,Rio Grande,2017,11688,-46,118,134,-30,Estimate
107,Routt,2017,24162,210,229,123,104,Estimate
109,Saguache,2017,6214,26,66,47,7,Estimate
111,San Juan,2017,700,3,6,5,2,Estimate
113,San Miguel,2017,8014,13,68,16,-39,Estimate
115,Sedgwick,2017,2396,4,20,34,18,Estimate
117,Summit,2017,31133,316,279,68,105,Estimate
119,Teller,2017,24153,546,181,144,509,Estimate
121,Washington,2017,4845,100,45,39,94,Estimate
123,Weld,2017,304595,10082,4309,1832,7605,Estimate
125,Yuma,2017,9973,-83,145,115,-113,Estimate
0,Colorado,2018,5676913,77324,63782,38219,51761,Estimate
1,Adams,2018,511422,7716,6916,3128,3928,Estimate
3,Alamosa,2018,16184,131,200,138,69,Estimate
5,Arapahoe,2018,650167,7191,7687,3973,3477,Estimate
7,Archuleta,2018,13034,276,118,105,263,Estimate
9,Baca,2018,3550,27,35,61,53,Estimate
11,Bent,2018,5984,16,30,83,69,Estimate
13,Boulder,2018,328055,2641,2580,1832,1893,Estimate
14,Broomfield,2018,71322,1667,634,373,1406,Estimate
15,Chaffee,2018,19250,283,144,173,312,Estimate
17,Cheyenne,2018,1783,-5,15,22,2,Estimate
19,Clear Creek,2018,9385,-42,80,69,-53,Estimate
21,Conejos,2018,7660,-97,82,92,-87,Estimate
23,Costilla,2018,3515,-1,31,43,11,Estimate
25,Crowley,2018,5837,0,29,37,8,Estimate
27,Custer,2018,4591,52,32,48,68,Estimate
29,Delta,2018,31033,330,280,438,488,Estimate
31,Denver,2018,702679,9545,8943,4434,5036,Estimate
33,Dolores,2018,2091,3,16,21,8,Estimate
35,Douglas,2018,343267,7334,3417,1434,5351,Estimate
37,Eagle,2018,54205,481,575,140,46,Estimate
39,Elbert,2018,25366,424,197,149,376,Estimate
41,El Paso,2018,717812,13015,9336,4651,8330,Estimate
43,Fremont,2018,47990,426,375,562,613,Estimate
45,Garfield,2018,59769,898,781,340,457,Estimate
47,Gilpin,2018,5707,72,42,23,53,Estimate
49,Grand,2018,15268,121,107,85,99,Estimate
51,Gunnison,2018,16681,217,126,81,172,Estimate
53,Hinsdale,2018,801,-4,3,7,0,Estimate
55,Huerfano,2018,6758,21,45,100,76,Estimate
57,Jackson,2018,1379,0,13,15,2,Estimate
59,Jefferson,2018,579821,3898,5589,4521,2830,Estimate
61,Kiowa,2018,1442,14,17,24,21,Estimate
63,Kit Carson,2018,7285,-115,79,77,-117,Estimate
65,Lake,2018,7332,-20,84,36,-68,Estimate
67,La Plata,2018,55731,697,459,338,576,Estimate
69,Larimer,2018,350661,6474,3284,2396,5586,Estimate
71,Las Animas,2018,14729,-88,102,161,-29,Estimate
73,Lincoln,2018,5621,30,59,56,27,Estimate
75,Logan,2018,21611,-80,235,196,-119,Estimate
77,Mesa,2018,154047,1899,1657,1527,1769,Estimate
79,Mineral,2018,811,23,8,4,19,Estimate
81,Moffat,2018,13291,68,155,99,12,Estimate
83,Montezuma,2018,25612,56,285,267,38,Estimate
85,Montrose,2018,42084,316,449,427,294,Estimate
87,Morgan,2018,28933,508,469,271,310,Estimate
89,Otero,2018,18756,-7,228,234,-1,Estimate
91,Ouray,2018,4736,6,23,35,18,Estimate
93,Park,2018,17366,500,124,99,475,Estimate
95,Phillips,2018,4515,1,41,55,15,Estimate
97,Pitkin,2018,17643,-15,119,73,-61,Estimate
99,Prowers,2018,11971,41,165,133,9,Estimate
101,Pueblo,2018,166686,1137,1824,1836,1149,Estimate
103,Rio Blanco,2018,6588,20,82,56,-6,Estimate
105,Rio Grande,2018,11644,-44,125,137,-32,Estimate
107,Routt,2018,24314,152,193,120,79,Estimate
109,Saguache,2018,6276,62,77,55,40,Estimate
111,San Juan,2018,703,3,3,1,1,Estimate
113,San Miguel,2018,8154,140,49,13,104,Estimate
115,Sedgwick,2018,2401,5,21,35,19,Estimate
117,Summit,2018,31095,-38,275,71,-242,Estimate
119,Teller,2018,24523,370,170,172,372,Estimate
121,Washington,2018,4812,-33,58,58,-33,Estimate
123,Weld,2018,313219,8624,4271,1880,6233,Estimate
125,Yuma,2018,9955,-18,134,99,-53,Estimate
0,Colorado,2019,5734909,57996,62484,38645,34157,Estimate
1,Adams,2019,516481,5059,6719,3170,1510,Estimate
3,Alamosa,2019,16247,63,192,144,15,Estimate
5,Arapahoe,2019,653807,3640,7548,3974,66,Estimate
7,Archuleta,2019,13194,160,106,104,158,Estimate
9,Baca,2019,3565,15,47,51,19,Estimate
11,Bent,2019,5980,-4,45,64,15,Estimate
13,Boulder,2019,328827,772,2525,1998,245,Estimate
14,Broomfield,2019,72669,1347,685,435,1097,Estimate
15,Chaffee,2019,19390,140,127,185,198,Estimate
17,Cheyenne,2019,1777,-6,7,9,-4,Estimate
19,Clear Creek,2019,9415,30,77,71,24,Estimate
21,Conejos,2019,7550,-110,103,92,-121,Estimate
23,Costilla,2019,3500,-15,27,44,2,Estimate
25,Crowley,2019,5841,4,28,45,21,Estimate
27,Custer,2019,4645,54,22,28,60,Estimate
29,Delta,2019,31238,205,269,407,343,Estimate
31,Denver,2019,710143,7464,8726,4526,3264,Estimate
33,Dolores,2019,2085,-6,7,18,5,Estimate
35,Douglas,2019,351212,7945,3449,1507,6003,Estimate
37,Eagle,2019,54818,613,557,145,201,Estimate
39,Elbert,2019,25668,302,195,162,269,Estimate
41,El Paso,2019,725498,7686,9119,4724,3291,Estimate
43,Fremont,2019,48380,390,383,580,587,Estimate
45,Garfield,2019,60556,787,754,376,409,Estimate
47,Gilpin,2019,5751,44,15,24,53,Estimate
49,Grand,2019,15409,141,109,75,107,Estimate
51,Gunnison,2019,16941,260,131,63,192,Estimate
53,Hinsdale,2019,798,-3,3,0,-6,Estimate
55,Huerfano,2019,6778,20,41,109,88,Estimate
57,Jackson,2019,1379,0,6,7,1,Estimate
59,Jefferson,2019,582568,2747,5626,4493,1614,Estimate
61,Kiowa,2019,1454,12,10,8,10,Estimate
63,Kit Carson,2019,7182,-103,98,70,-131,Estimate
65,Lake,2019,7555,223,99,26,150,Estimate
67,La Plata,2019,55509,-222,421,345,-298,Estimate
69,Larimer,2019,356800,6139,3159,2314,5294,Estimate
71,Las Animas,2019,14644,-85,135,176,-44,Estimate
73,Lincoln,2019,5642,21,67,55,9,Estimate
75,Logan,2019,21504,-107,207,215,-99,Estimate
77,Mesa,2019,155108,1061,1604,1543,1000,Estimate
79,Mineral,2019,834,23,3,4,24,Estimate
81,Moffat,2019,13364,73,160,111,24,Estimate
83,Montezuma,2019,25732,120,240,273,153,Estimate
85,Montrose,2019,42500,416,359,422,479,Estimate
87,Morgan,2019,29131,198,410,265,53,Estimate
89,Otero,2019,18734,-22,199,254,33,Estimate
91,Ouray,2019,4886,150,17,36,169,Estimate
93,Park,2019,17512,146,135,118,129,Estimate
95,Phillips,2019,4520,5,52,44,-3,Estimate
97,Pitkin,2019,17413,-230,148,59,-319,Estimate
99,Prowers,2019,12011,40,150,130,20,Estimate
101,Pueblo,2019,167486,800,1817,1878,861,Estimate
103,Rio Blanco,2019,6528,-60,52,55,-57,Estimate
105,Rio Grande,2019,11600,-44,126,121,-49,Estimate
107,Routt,2019,24520,206,208,123,121,Estimate
109,Saguache,2019,6360,84,44,48,88,Estimate
111,San Juan,2019,705,2,3,0,-1,Estimate
113,San Miguel,2019,8123,-31,62,24,-69,Estimate
115,Sedgwick,2019,2405,4,19,28,13,Estimate
117,Summit,2019,31190,95,241,71,-75,Estimate
119,Teller,2019,24679,156,154,190,192,Estimate
121,Washington,2019,4826,14,46,46,14,Estimate
123,Weld,2019,322333,9114,4243,1870,6741,Estimate
125,Yuma,2019,10009,54,148,93,-1,Estimate
0,Colorado,2020,5786877,51968,62809,42149,31308,Estimate
1,Adams,2020,520489,4008,6805,3402,605,Estimate
3,Alamosa,2020,16373,126,187,159,98,Estimate
5,Arapahoe,2020,655288,1481,7580,4616,-1483,Estimate
7,Archuleta,2020,13429,235,102,110,243,Estimate
9,Baca,2020,3478,-87,40,68,-59,Estimate
11,Bent,2020,5479,-501,43,71,-473,Estimate
13,Boulder,2020,330951,2124,2507,2040,1657,Estimate
14,Broomfield,2020,74502,1833,642,432,1623,Estimate
15,Chaffee,2020,19485,95,135,209,169,Estimate
17,Cheyenne,2020,1745,-32,17,17,-32,Estimate
19,Clear Creek,2020,9398,-17,67,73,-11,Estimate
21,Conejos,2020,7455,-95,88,100,-83,Estimate
23,Costilla,2020,3503,3,28,38,13,Estimate
25,Crowley,2020,5689,-152,23,57,-118,Estimate
27,Custer,2020,4721,76,39,48,85,Estimate
29,Delta,2020,31058,-180,277,416,-41,Estimate
31,Denver,2020,717626,7483,8696,5124,3911,Estimate
33,Dolores,2020,2078,-7,13,25,5,Estimate
35,Douglas,2020,360315,9103,3583,1755,7275,Estimate
37,Eagle,2020,55673,855,529,171,497,Estimate
39,Elbert,2020,26223,555,233,162,484,Estimate
41,El Paso,2020,733831,8333,9003,4989,4319,Estimate
43,Fremont,2020,48891,511,412,580,679,Estimate
45,Garfield,2020,61799,1243,748,358,853,Estimate
47,Gilpin,2020,5824,73,46,48,75,Estimate
49,Grand,2020,15750,341,132,67,276,Estimate
51,Gunnison,2020,16945,4,134,93,-37,Estimate
53,Hinsdale,2020,792,-6,5,11,0,Estimate
55,Huerfano,2020,6834,56,45,126,137,Estimate
57,Jackson,2020,1377,-2,7,11,2,Estimate
59,Jefferson,2020,583138,570,5723,4901,-252,Estimate
61,Kiowa,2020,1454,0,13,15,2,Estimate
63,Kit Carson,2020,7069,-113,91,80,-124,Estimate
65,Lake,2020,7413,-142,75,27,-190,Estimate
67,La Plata,2020,55673,164,481,371,54,Estimate
69,Larimer,2020,359957,3157,3092,2466,2531,Estimate
71,Las Animas,2020,14491,-153,104,192,-65,Estimate
73,Lincoln,2020,5662,20,50,69,39,Estimate
75,Logan,2020,21205,-299,238,237,-300,Estimate
77,Mesa,2020,156010,902,1568,1685,1019,Estimate
79,Mineral,2020,871,37,7,11,41,Estimate
81,Moffat,2020,13267,-97,140,118,-119,Estimate
83,Montezuma,2020,25891,159,248,293,204,Estimate
85,Montrose,2020,42814,314,406,470,378,Estimate
87,Morgan,2020,29082,-49,430,323,-156,Estimate
89,Otero,2020,18670,-64,208,248,-24,Estimate
91,Ouray,2020,4877,-9,25,19,-15,Estimate
93,Park,2020,17419,-93,140,111,-122,Estimate
95,Phillips,2020,4523,3,48,57,12,Estimate
97,Pitkin,2020,17358,-55,146,59,-142,Estimate
99,Prowers,2020,12013,2,159,126,-31,Estimate
101,Pueblo,2020,168339,853,1729,1999,1123,Estimate
103,Rio Blanco,2020,6522,-6,54,46,-14,Estimate
105,Rio Grande,2020,11537,-63,111,146,-28,Estimate
107,Routt,2020,24837,317,194,130,253,Estimate
109,Saguache,2020,6391,31,41,48,38,Estimate
111,San Juan,2020,711,6,2,6,10,Estimate
113,San Miguel,2020,8056,-67,54,22,-99,Estimate
115,Sedgwick,2020,2391,-14,18,39,7,Estimate
117,Summit,2020,31238,48,263,84,-131,Estimate
119,Teller,2020,24747,68,195,185,58,Estimate
121,Washington,2020,4813,-13,43,65,9,Estimate
123,Weld,2020,331459,9126,4431,2028,6723,Estimate
125,Yuma,2020,9978,-31,116,97,-50,Estimate
0,Colorado,2021,5813551,26674,61980,46550,11244,Estimate
1,Adams,2021,523505,3016,6644,3958,330,Estimate
3,Alamosa,2021,16577,204,188,162,178,Estimate
5,Arapahoe,2021,656858,1570,7551,4737,-1244,Estimate
7,Archuleta,2021,13815,386,118,122,390,Estimate
9,Baca,2021,3490,12,35,69,46,Estimate
11,Bent,2021,5343,-136,36,79,-93,Estimate
13,Boulder,2021,327135,-3816,2472,2129,-4159,Estimate
14,Broomfield,2021,75433,931,645,444,730,Estimate
15,Chaffee,2021,19737,252,148,173,277,Estimate
17,Cheyenne,2021,1717,-28,21,25,-24,Estimate
19,Clear Creek,2021,9461,63,70,65,58,Estimate
21,Conejos,2021,7586,131,97,102,136,Estimate
23,Costilla,2021,3618,115,41,40,114,Estimate
25,Crowley,2021,5736,47,30,66,83,Estimate
27,Custer,2021,5062,341,41,59,359,Estimate
29,Delta,2021,31390,332,300,491,523,Estimate
31,Denver,2021,711487,-6139,8557,5165,-9531,Estimate
33,Dolores,2021,2122,44,16,30,58,Estimate
35,Douglas,2021,369842,9527,3529,1872,7870,Estimate
37,Eagle,2021,55799,126,518,167,-225,Estimate
39,Elbert,2021,27153,930,219,199,910,Estimate
41,El Paso,2021,738767,4936,9280,5925,1581,Estimate
43,Fremont,2021,49251,360,380,678,658,Estimate
45,Garfield,2021,62103,304,729,437,12,Estimate
47,Gilpin,2021,5896,72,33,34,73,Estimate
49,Grand,2021,15863,113,113,92,92,Estimate
51,Gunnison,2021,17294,349,133,81,297,Estimate
53,Hinsdale,2021,778,-14,3,5,-12,Estimate
55,Huerfano,2021,6950,116,43,126,199,Estimate
57,Jackson,2021,1358,-19,6,15,-10,Estimate
59,Jefferson,2021,580840,-2298,5379,5367,-2310,Estimate
61,Kiowa,2021,1453,-1,20,21,0,Estimate
63,Kit Carson,2021,6930,-139,81,97,-123,Estimate
65,Lake,2021,7400,-13,72,52,-33,Estimate
67,La Plata,2021,56179,506,437,439,508,Estimate
69,Larimer,2021,362836,2879,3026,2716,2569,Estimate
71,Las Animas,2021,14333,-158,128,203,-83,Estimate
73,Lincoln,2021,5476,-186,42,62,-166,Estimate
75,Logan,2021,20997,-208,189,313,-84,Estimate
77,Mesa,2021,157465,1455,1527,1900,1828,Estimate
79,Mineral,2021,926,55,4,6,57,Estimate
81,Moffat,2021,13163,-104,147,159,-92,Estimate
83,Montezuma,2021,26256,365,259,336,442,Estimate
85,Montrose,2021,43242,428,381,527,574,Estimate
87,Morgan,2021,29017,-65,377,305,-137,Estimate
89,Otero,2021,18527,-143,202,326,-19,Estimate
91,Ouray,2021,5052,175,38,37,174,Estimate
93,Park,2021,17740,321,125,132,328,Estimate
95,Phillips,2021,4499,-24,57,79,-2,Estimate
97,Pitkin,2021,17341,-17,128,83,-62,Estimate
99,Prowers,2021,11937,-76,144,177,-43,Estimate
101,Pueblo,2021,169307,968,1690,2399,1677,Estimate
103,Rio Blanco,2021,6445,-77,57,68,-66,Estimate
105,Rio Grande,2021,11408,-129,122,161,-90,Estimate
107,Routt,2021,25068,231,182,117,166,Estimate
109,Saguache,2021,6509,118,62,69,125,Estimate
111,San Juan,2021,741,30,5,7,32,Estimate
113,San Miguel,2021,8080,24,53,27,-2,Estimate
115,Sedgwick,2021,2332,-59,15,44,-30,Estimate
117,Summit,2021,31235,-3,251,71,-183,Estimate
119,Teller,2021,24954,207,167,239,279,Estimate
121,Washington,2021,4871,58,50,68,76,Estimate
123,Weld,2021,339934,8475,4433,2270,6312,Estimate
125,Yuma,2021,9932,-46,134,126,-54,Estimate
0,Colorado,2022,5850121,36570,62493,49740,23817,Estimate
1,Adams,2022,528201,4696,6838,4299,2157,Estimate
3,Alamosa,2022,16593,16,197,207,26,Estimate
5,Arapahoe,2022,658069,1211,7620,5088,-1321,Estimate
7,Archuleta,2022,13993,178,104,152,226,Estimate
9,Baca,2022,3434,-56,34,79,-11,Estimate
11,Bent,2022,5425,82,41,86,127,Estimate
13,Boulder,2022,328029,894,2430,2201,665,Estimate
14,Broomfield,2022,76269,836,635,492,693,Estimate
15,Chaffee,2022,20255,518,145,187,560,Estimate
17,Cheyenne,2022,1733,16,15,29,30,Estimate
19,Clear Creek,2022,9360,-101,60,78,-83,Estimate
21,Conejos,2022,7567,-19,104,139,16,Estimate
23,Costilla,2022,3615,-3,30,59,26,Estimate
25,Crowley,2022,5605,-131,24,81,-74,Estimate
27,Custer,2022,5339,277,44,66,299,Estimate
29,Delta,2022,31576,186,261,503,428,Estimate
31,Denver,2022,714747,3260,8167,5407,500,Estimate
33,Dolores,2022,2205,83,20,42,105,Estimate
35,Douglas,2022,376444,6602,3850,2130,4882,Estimate
37,Eagle,2022,55318,-481,523,181,-823,Estimate
39,Elbert,2022,27825,672,261,230,641,Estimate
41,El Paso,2022,742583,3816,9271,6248,793,Estimate
43,Fremont,2022,49588,337,333,754,758,Estimate
45,Garfield,2022,62371,268,728,414,-46,Estimate
47,Gilpin,2022,5913,17,49,35,3,Estimate
49,Grand,2022,15759,-104,127,115,-116,Estimate
51,Gunnison,2022,17318,24,133,89,-20,Estimate
53,Hinsdale,2022,779,1,4,7,4,Estimate
55,Huerfano,2022,7101,151,45,152,258,Estimate
57,Jackson,2022,1314,-44,8,9,-43,Estimate
59,Jefferson,2022,576580,-4260,5523,5446,-4337,Estimate
61,Kiowa,2022,1430,-23,11,19,-15,Estimate
63,Kit Carson,2022,7011,81,104,93,70,Estimate
65,Lake,2022,7353,-47,83,48,-82,Estimate
67,La Plata,2022,56571,392,423,464,433,Estimate
69,Larimer,2022,368062,5226,3123,2899,5002,Estimate
71,Las Animas,2022,14308,-25,108,253,120,Estimate
73,Lincoln,2022,5522,46,52,63,57,Estimate
75,Logan,2022,20816,-181,213,280,-114,Estimate
77,Mesa,2022,158596,1131,1438,2015,1708,Estimate
79,Mineral,2022,924,-2,8,13,3,Estimate
81,Moffat,2022,13169,6,120,162,48,Estimate
83,Montezuma,2022,26511,255,242,387,400,Estimate
85,Montrose,2022,43847,605,402,609,812,Estimate
87,Morgan,2022,29396,379,419,321,281,Estimate
89,Otero,2022,18277,-250,188,307,-131,Estimate
91,Ouray,2022,5096,44,30,38,52,Estimate
93,Park,2022,17914,174,137,142,179,Estimate
95,Phillips,2022,4450,-49,45,77,-17,Estimate
97,Pitkin,2022,16868,-473,120,67,-526,Estimate
99,Prowers,2022,11825,-112,140,165,-87,Estimate
101,Pueblo,2022,169404,97,1710,2608,995,Estimate
103,Rio Blanco,2022,6557,112,64,73,121,Estimate
105,Rio Grande,2022,11330,-78,109,173,-14,Estimate
107,Routt,2022,25105,37,219,145,-37,Estimate
109,Saguache,2022,6623,114,71,87,130,Estimate
111,San Juan,2022,800,59,4,8,63,Estimate
113,San Miguel,2022,8006,-74,50,43,-81,Estimate
115,Sedgwick,2022,2297,-35,12,40,-7,Estimate
117,Summit,2022,30907,-328,252,91,-489,Estimate
119,Teller,2022,24859,-95,178,274,1,Estimate
121,Washington,2022,4840,-31,49,77,-3,Estimate
123,Weld,2022,350563,10629,4605,2599,8623,Estimate
125,Yuma,2022,9976,44,140,95,-1,Estimate
0,Colorado,2023,5900420,50299,62166,45237,33370,Estimate
